epoch,train_acc,train_loss,val_acc,val_loss
1,0.2886641982341213,1.938066114620729,0.3428912783751493,1.7093026439348857
2,0.4252349757903731,1.523614563183351,0.46236559139784944,1.4494779242409601
3,0.5192252919396183,1.327714191512628,0.5579450418160096,1.1546127327062465
4,0.5687838222728567,1.2026607887311416,0.4241338112305854,1.4763195175263617
5,0.6203360865850185,1.0825358187610452,0.5961768219832736,1.1427000236731988
6,0.6371404158359442,1.0422179411758077,0.6129032258064516,0.9794339029877274
7,0.6505269154087154,1.011172627048059,0.6487455197132617,1.0015199827375236
8,0.6804329250925663,0.952886639399962,0.3321385902031063,2.646542493943815
9,0.6925377385360296,0.9161824910478158,0.44922341696535245,1.6942810592827973
10,0.7020791797208772,0.8861642688512802,0.2998805256869773,3.4299468442245766
11,0.7144688123041868,0.8474970790472898,0.3811230585424134,1.9279859369551693
12,0.7224437482198803,0.8285258744250644,0.5256869772998806,1.5880063722531002
13,0.7308459128453432,0.7979109394279393,0.4778972520908005,2.1037163913801864
