epoch,train_acc,train_loss,val_acc,val_loss
1,0.28553118769581315,1.928503972833807,0.23058542413381122,2.019393942974232
2,0.43192822557675875,1.501544470136816,0.45041816009557945,1.32691361396401
3,0.517231557960695,1.3010881472717633,0.5675029868578255,1.2004774146609836
4,0.5753346624893193,1.1812237338586287,0.5424133811230586,1.1759143375136234
5,0.6300199373397892,1.0527430453083733,0.5663082437275986,1.1382210696185078
6,0.6518086015380233,1.0152627966620706,0.46953405017921146,1.465633466011948
7,0.6683281116491028,0.9668858912858096,0.6296296296296297,0.9547015908691618
8,0.7019367701509541,0.8989230963316831,0.37037037037037035,2.603227086365223
9,0.7013671318712618,0.8850095656785097,0.5268817204301075,1.3698164290852017
10,0.7248647109085731,0.8256042615933852,0.40860215053763443,2.142703487917229
11,0.7379663913414981,0.7918844237923622,0.37037037037037035,2.7701771605621883
12,0.739105667900883,0.783520031246272,0.4946236559139785,1.5779639990241439
13,0.7597550555397322,0.7499717203053561,0.5448028673835126,1.5204858053303152
14,0.7769866135004272,0.6868374221704223,0.6117084826762246,1.2162636589534856
