epoch,train_acc,train_loss,val_acc,val_loss
1,0.25505553973227,2.0091455828059805,0.33691756272401435,1.941936484089604
2,0.4050128168612931,1.6330278212373908,0.4121863799283154,1.790415600494102
3,0.4757903731130732,1.4573054980147968,0.4444444444444444,1.588577221941065
4,0.5357448020506979,1.2956137624653903,0.44922341696535245,1.530603132866047
5,0.5803189974366277,1.182556969469244,0.5041816009557945,1.6275836096869574
6,0.6157789803474794,1.0947644851424478,0.5531660692951016,1.5217669120541326
7,0.6465394474508687,0.9991880941120062,0.4982078853046595,1.5610936107458893
8,0.6697522073483339,0.9467280431227251,0.5531660692951016,1.358291350029133
9,0.7047849615494162,0.8590473524548791,0.5627240143369175,1.4639082661381475
10,0.7153232697237254,0.8372193900021639,0.5304659498207885,1.4839882651964824
11,0.7224437482198803,0.7915618797594851,0.6117084826762246,1.3211029878369085
12,0.7539162631728852,0.7162049594250592,0.5818399044205496,1.4208158651987712
13,0.7677299914554258,0.6733276912434535,0.5854241338112306,1.3863982955614726
14,0.7771290230703504,0.6646981026638638,0.5818399044205496,1.577238800349059
15,0.8004841925377385,0.5776334177364003,0.5818399044205496,1.4980409840742748
