epoch,train_acc,train_loss,val_acc,val_loss
1,0.27072059242381086,1.9766972192599181,0.30824372759856633,1.9546044502618178
2,0.42409569923098833,1.591652971329613,0.3823178016726404,1.6558179574192695
3,0.5076901167758473,1.3604865936320572,0.4647550776583035,1.658136376232471
4,0.5675021361435488,1.197677273142039,0.4838709677419355,1.5233651124081522
5,0.6159213899174024,1.0930251887827636,0.5519713261648745,1.3785830469063993
6,0.6566505269154087,0.9687089764583083,0.5591397849462365,1.439010519745215
7,0.6953859299344916,0.8730742116723897,0.5471923536439666,1.3147171333713352
8,0.7289945884363429,0.8002580784108482,0.5949820788530465,1.299924889263117
9,0.7532042153232698,0.7338462983828742,0.5830346475507766,1.3625411985898919
10,0.7698661350042723,0.6628517693158977,0.5949820788530465,1.412757587952996
11,0.7786955283395044,0.6432899877361121,0.6427718040621266,1.2947643859628237
12,0.793933352321276,0.5857691347327482,0.5758661887694145,1.42266649766913
13,0.8175733409285104,0.5314830000892043,0.5854241338112306,1.3680475775047012
14,0.8202791227570493,0.5256220902186863,0.6140979689366786,1.4066255238118037
