epoch,train_acc,train_loss,val_acc,val_loss
1,0.26003987467957845,1.9983149490573189,0.23058542413381122,2.147499904588417
2,0.38422101965252065,1.6166284404017708,0.41935483870967744,1.4129876494407654
3,0.45741953859299345,1.455981269749728,0.2903225806451613,2.1219903506614544
4,0.5074052976360012,1.3443859043446453,0.6045400238948626,1.1433097844322522
5,0.5609512959270863,1.2237696726213803,0.4026284348864994,1.596550212621137
6,0.5803189974366277,1.1616188428618692,0.6344086021505376,1.0394103637448064
7,0.5925662204500143,1.1434867094863546,0.6140979689366786,1.0644669679028016
8,0.6260324693819425,1.0721511363983154,0.3942652329749104,1.857405156173088
9,0.626744517231558,1.0489991480653935,0.6869772998805257,0.9049705059991943
10,0.6522358302477926,1.0059829172762957,0.3345280764635603,3.240731633371777
11,0.6607804044431785,0.9669874771074816,0.2939068100358423,2.280995580885145
12,0.6622045001424096,0.9613902227445082,0.5567502986857825,1.1924167772134144
13,0.675733409285104,0.9342708771879022,0.5304659498207885,1.4077814655309473
14,0.7000854457419539,0.892516319047321,0.5842293906810035,1.1000946820886046
15,0.6902591854172601,0.9009553857825019,0.43847072879330945,1.9417477250099182
16,0.703076046710339,0.8684075946157629,0.46833930704898447,1.7002393953778125
