epoch,train_acc,train_loss,val_acc,val_loss
1,0.2687268584448875,1.984345769284798,0.32974910394265233,1.5844249011210676
2,0.40074052976360014,1.6053770726253884,0.4922341696535245,1.4228170109245013
3,0.4501566505269154,1.4597290349712675,0.44922341696535245,1.382813665102113
4,0.5138137282825406,1.3445175363425512,0.5531660692951016,1.162344867469005
5,0.5650811734548562,1.2347279007722685,0.39904420549581837,1.7363289875804253
6,0.5861577898034748,1.1690070129472736,0.5913978494623656,1.1107908540739204
7,0.5956992309883224,1.1403215249198444,0.48028673835125446,1.4205795903250855
8,0.6191968100256338,1.091663464530454,0.5603345280764636,1.1537719515837588
9,0.6395613785246369,1.0369358878743946,0.45280764635603343,1.6657948752619185
10,0.6446881230418684,1.007532617157847,0.5890083632019116,1.157187653881199
11,0.6596411278837938,0.9823879444789235,0.3835125448028674,1.6489841149381872
12,0.667188835089718,0.9545728530318971,0.5782556750298686,1.2325278060897342
13,0.682996297351182,0.9168439078439613,0.34647550776583036,2.556085269968465
